GohirA10G241481	Myb_box1_MYB	2.1044	-820	-815
GohirA10G241481	G_box2_bZIP	2.1457	-330	-325
GohirA10G241481	Myb_box5_MYB	2.8329	-387	-382
GohirA10G241481	W_box_WRKY	1.4092	-288	-283

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G005600	HSE1_HSF	1.0074	-377	-370
GohirA11G005600	W_box_WRKY	1.5714	-421	-416
GohirA11G005600	AuxRE_ARF	2.7721	-735	-730
GohirA11G005600	Myb_box5_MYB	1.3129	-117	-112
GohirA11G005600	Myb_box5_MYB	1.3129	-857	-852
GohirA11G005600	DREB_AP2_EREBP	2.7107	-529	-524
GohirA11G005600	Myb_box2_MYB	2.7094	-471	-466

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G010800	W_box_WRKY	1.7357	-701	-696
GohirA11G010800	HSE1_HSF	1.1877	-951	-944
GohirA11G010800	HSE1_HSF	1.1877	-852	-845
GohirA11G010800	HSE1_HSF	1.1877	-860	-853
GohirA11G010800	Myb_box1_MYB	2.4957	-556	-551
GohirA11G010800	Myb_box5_MYB	2.3535	-556	-551
GohirA11G010800	Myb_box5_MYB	2.3535	-660	-655

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G018000	G_box_bHLH	3.6697	-940	-935
GohirA11G018000	HBE_HB	1.9050	-915	-907
GohirA11G018000	Nac_box_NAC	3.1389	-854	-849
GohirA11G018000	HSE1_HSF	1.2751	-429	-422
GohirA11G018000	HSE1_HSF	1.2751	-396	-389
GohirA11G018000	Myb_box5_MYB	2.3740	-630	-625

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G018100	Myb_box5_MYB	2.1834	-353	-348
GohirA11G018100	Myb_box2_MYB	2.9705	-690	-685
GohirA11G018100	HSE1_HSF	1.0734	-646	-639
GohirA11G018100	Myb_box3_MYB	2.2992	-405	-400
GohirA11G018100	Myb_box1_MYB	2.3131	-353	-348

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G018900	W_box_WRKY	3.0827	-557	-552
GohirA11G018900	Myb_box5_MYB	1.9972	-646	-641
GohirA11G018900	Myb_box5_MYB	1.9972	-546	-541
GohirA11G018900	Myb_box5_MYB	1.9972	-26	-21
GohirA11G018900	G_box2_bZIP	3.0123	-956	-951
GohirA11G018900	G_box2_bZIP	3.0123	-578	-573

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G020500	Myb_box1_MYB	1.7829	-261	-256
GohirA11G020500	Myb_box1_MYB	1.7829	-911	-906
GohirA11G020500	Myb_box3_MYB	1.7924	-391	-386
GohirA11G020500	G_box2_bZIP	1.8109	-91	-86
GohirA11G020500	Myb_box5_MYB	1.6772	-263	-258
GohirA11G020500	Myb_box5_MYB	1.6772	-261	-256
GohirA11G020500	Myb_box5_MYB	1.6772	-911	-906
GohirA11G020500	AuxRE_ARF	2.4473	-201	-196
GohirA11G020500	W_box_WRKY	1.9202	-754	-749
GohirA11G020500	G_box_bHLH	2.9686	-784	-779
GohirA11G020500	DREB_AP2_EREBP	2.3460	-513	-508
GohirA11G020500	DREB_AP2_EREBP	2.3460	-645	-640
GohirA11G020500	HSE1_HSF	0.4257	-492	-485
GohirA11G020500	N_box_bHLH	2.9889	-613	-608

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G027200	Nac_box_NAC	3.4612	-778	-773
GohirA11G027200	Myb_box5_MYB	2.7926	-865	-860
GohirA11G027200	W_box_WRKY	2.0443	-456	-451
GohirA11G027200	G_box_bHLH	4.1548	-136	-131

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G032500	W_box_WRKY	2.1898	-119	-114
GohirA11G032500	N_box_bHLH	2.6908	-554	-549
GohirA11G032500	Myb_box5_MYB	1.9797	-356	-351
GohirA11G032500	Myb_box5_MYB	1.9797	-685	-680
GohirA11G032500	Nac_box_NAC	2.7422	-486	-481
GohirA11G032500	HSE1_HSF	1.5060	-710	-703

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G033600	C_ABRE_bZIP	4.0415	-49	-44
GohirA11G033600	G_box_bHLH	3.5326	-60	-55
GohirA11G033600	DREB_AP2_EREBP	2.9544	-130	-125
GohirA11G033600	Myb_box2_MYB	3.0401	-54	-49
GohirA11G033600	Nac_box_NAC	3.0433	-117	-112
GohirA11G033600	W_box_WRKY	2.4500	-731	-726

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G038300	Myb_box3_MYB	2.4951	-402	-397
GohirA11G038300	Myb_box3_MYB	2.4951	-118	-113
GohirA11G038300	HSE1_HSF	1.1891	-396	-389
GohirA11G038300	G_box2_bZIP	2.5510	-481	-476
GohirA11G038300	Myb_box1_MYB	2.5350	-610	-605
GohirA11G038300	Nac_box_NAC	3.1649	-842	-837
GohirA11G038300	Myb_box5_MYB	2.4227	-125	-120
GohirA11G038300	Myb_box5_MYB	2.4227	-100	-95
GohirA11G038300	Myb_box5_MYB	2.4227	-610	-605

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G039300	HSE1_HSF	0.7143	-166	-159
GohirA11G039300	HSE1_HSF	0.7143	-132	-125
GohirA11G039300	HSE1_HSF	0.7143	-981	-974
GohirA11G039300	Myb_box1_MYB	2.7153	-328	-323
GohirA11G039300	Myb_box3_MYB	2.6647	-384	-379
GohirA11G039300	Myb_box3_MYB	2.6647	-920	-915
GohirA11G039300	Myb_box5_MYB	2.6129	-330	-325
GohirA11G039300	Myb_box5_MYB	2.6129	-328	-323
GohirA11G039300	W_box_WRKY	2.0042	-44	-39

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G045600	Myb_box1_MYB	1.9194	-227	-222
GohirA11G045600	HSE1_HSF	1.4131	-30	-23
GohirA11G045600	HSE1_HSF	1.4131	-159	-152
GohirA11G045600	Myb_box5_MYB	1.7574	-227	-222
GohirA11G045600	Myb_box3_MYB	2.6278	-227	-222
GohirA11G045600	G_box2_bZIP	3.4213	-251	-246

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G051500	DREB_AP2_EREBP	2.8233	-815	-810
GohirA11G051500	W_box_WRKY	1.7579	-482	-477
GohirA11G051500	W_box_WRKY	1.7579	-746	-741
GohirA11G051500	Myb_box5_MYB	2.3218	-716	-711
GohirA11G051500	Myb_box5_MYB	2.3218	-171	-166
GohirA11G051500	Myb_box5_MYB	2.3218	-803	-798
GohirA11G051500	Myb_box2_MYB	2.2286	-488	-483
GohirA11G051500	Myb_box1_MYB	2.3940	-171	-166
GohirA11G051500	Myb_box1_MYB	2.3940	-803	-798
GohirA11G051500	Myb_box1_MYB	2.3940	-716	-711

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G054700	Myb_box1_MYB	1.4784	-832	-827
GohirA11G054700	W_box_WRKY	1.5778	-190	-185
GohirA11G054700	W_box_WRKY	1.5778	-139	-134
GohirA11G054700	Myb_box2_MYB	2.9253	-582	-577
GohirA11G054700	N_box_bHLH	3.5208	-538	-533
GohirA11G054700	G_box2_bZIP	2.2813	-224	-219
GohirA11G054700	Myb_box3_MYB	2.2341	-832	-827
GohirA11G054700	Myb_box5_MYB	2.9125	-581	-576
GohirA11G054700	Myb_box5_MYB	2.9125	-906	-901
GohirA11G054700	HSE1_HSF	0.9278	-794	-787

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G054900	W_box_WRKY	1.5527	-595	-590
GohirA11G054900	Myb_box1_MYB	1.5029	-164	-159
GohirA11G054900	Myb_box1_MYB	1.5029	-115	-110
GohirA11G054900	G_box2_bZIP	2.1931	-865	-860
GohirA11G054900	Myb_box5_MYB	1.3992	-115	-110
GohirA11G054900	Myb_box5_MYB	1.3992	-164	-159
GohirA11G054900	Myb_box5_MYB	1.3992	-789	-784
GohirA11G054900	HSE1_HSF	0.2519	-736	-729
GohirA11G054900	Myb_box3_MYB	2.1965	-115	-110
GohirA11G054900	Myb_box3_MYB	2.1965	-164	-159
GohirA11G054900	Nac_box_NAC	2.7798	-878	-873

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G055000	Myb_box3_MYB	2.1306	-613	-608
GohirA11G055000	Myb_box3_MYB	2.1306	-662	-657
GohirA11G055000	Myb_box1_MYB	2.8643	-107	-102
GohirA11G055000	Myb_box5_MYB	2.8952	-107	-102
GohirA11G055000	C_ABRE_bZIP	3.7643	-7	-2

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G055500	Myb_box5_MYB	1.7016	-674	-669
GohirA11G055500	Myb_box5_MYB	1.7016	-485	-480
GohirA11G055500	Myb_box2_MYB	3.4465	-619	-614
GohirA11G055500	Nac_box_NAC	3.2011	-660	-655
GohirA11G055500	HSE1_HSF	1.3145	-473	-466
GohirA11G055500	HSE1_HSF	1.3145	-158	-151
GohirA11G055500	HSE1_HSF	1.3145	-500	-493

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G057000	Myb_box1_MYB	2.8460	-199	-194
GohirA11G057000	G_box_bHLH	4.1926	-116	-111
GohirA11G057000	G_box1_bZIP	5.0021	-117	-110
GohirA11G057000	Myb_box5_MYB	2.8069	-199	-194

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G060700	G_box2_bZIP	2.2716	-411	-406
GohirA11G060700	Myb_box5_MYB	2.1665	-369	-364
GohirA11G060700	Myb_box5_MYB	2.1665	-180	-175
GohirA11G060700	Myb_box5_MYB	2.1665	-371	-366
GohirA11G060700	Myb_box1_MYB	2.2787	-180	-175
GohirA11G060700	Myb_box2_MYB	2.9482	-90	-85
GohirA11G060700	Myb_box2_MYB	2.9482	-370	-365
GohirA11G060700	Myb_box2_MYB	2.9482	-569	-564
GohirA11G060700	W_box_WRKY	2.3471	-20	-15

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G061100	Myb_box1_MYB	2.7721	-61	-56
GohirA11G061100	HSE1_HSF	1.5369	-936	-929
GohirA11G061100	Myb_box5_MYB	2.6224	-564	-559
GohirA11G061100	Myb_box5_MYB	2.6224	-61	-56
GohirA11G061100	G_box2_bZIP	2.8054	-436	-431
GohirA11G061100	DREB_AP2_EREBP	3.3960	-549	-544
GohirA11G061100	Myb_box2_MYB	3.5604	-994	-989
GohirA11G061100	W_box_WRKY	2.0523	-294	-289
GohirA11G061100	Myb_box3_MYB	2.7206	-170	-165

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G063100	G_box2_bZIP	1.9595	-63	-58
GohirA11G063100	Myb_box3_MYB	1.9704	-492	-487
GohirA11G063100	Myb_box5_MYB	1.1674	-535	-530
GohirA11G063100	Myb_box5_MYB	1.1674	-837	-832
GohirA11G063100	Myb_box5_MYB	1.1674	-492	-487
GohirA11G063100	HSE1_HSF	0.7018	-794	-787
GohirA11G063100	Myb_box1_MYB	1.2758	-492	-487

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G066900	Myb_box5_MYB	3.4324	-92	-87
GohirA11G066900	Myb_box1_MYB	3.4606	-92	-87
GohirA11G066900	HSE1_HSF	2.2344	-81	-74
GohirA11G066900	W_box_WRKY	1.9624	-803	-798
GohirA11G066900	Myb_box3_MYB	2.6363	-356	-351

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G075000	Myb_box2_MYB	2.4186	-156	-151
GohirA11G075000	Myb_box2_MYB	2.4186	-520	-515
GohirA11G075000	Nac_box_NAC	2.3618	-84	-79
GohirA11G075000	Nac_box_NAC	2.3618	-111	-106
GohirA11G075000	Myb_box1_MYB	1.7581	-860	-855
GohirA11G075000	DREB_AP2_EREBP	2.2716	-599	-594
GohirA11G075000	Myb_box3_MYB	1.7673	-67	-62
GohirA11G075000	AuxRE_ARF	2.3901	-334	-329
GohirA11G075000	HSE1_HSF	1.1497	-626	-619
GohirA11G075000	Myb_box4_MYB	2.3297	-655	-649
GohirA11G075000	G_box2_bZIP	1.7663	-479	-474
GohirA11G075000	Myb_box5_MYB	1.6500	-860	-855
GohirA11G075000	Myb_box5_MYB	1.6500	-527	-522
GohirA11G075000	W_box_WRKY	1.8591	-276	-271

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G085200	Myb_box2_MYB	2.8472	-546	-541
GohirA11G085200	Myb_box2_MYB	2.8472	-970	-965
GohirA11G085200	AuxRE_ARF	2.8643	-883	-878
GohirA11G085200	Myb_box1_MYB	2.2324	-80	-75
GohirA11G085200	Myb_box5_MYB	2.0756	-626	-621
GohirA11G085200	Myb_box5_MYB	2.0756	-628	-623
GohirA11G085200	Myb_box5_MYB	2.0756	-80	-75
GohirA11G085200	DREB_AP2_EREBP	3.4499	-12	-7

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G085900	Myb_box5_MYB	2.8657	-981	-976
GohirA11G085900	W_box_WRKY	2.2505	-121	-116
GohirA11G085900	HSE1_HSF	0.9963	-239	-232

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G088000	HSE1_HSF	1.5545	-54	-47
GohirA11G088000	HSE1_HSF	1.5545	-828	-821
GohirA11G088000	Myb_box2_MYB	3.5579	-345	-340
GohirA11G088000	Myb_box2_MYB	3.5579	-341	-336
GohirA11G088000	Myb_box5_MYB	2.7021	-344	-339

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G089500	Myb_box3_MYB	2.0612	-438	-433
GohirA11G089500	Myb_box3_MYB	2.0612	-477	-472
GohirA11G089500	Myb_box1_MYB	1.3896	-477	-472
GohirA11G089500	Myb_box1_MYB	1.3896	-438	-433
GohirA11G089500	W_box_WRKY	1.3669	-857	-852
GohirA11G089500	HSE1_HSF	0.8366	-967	-960
GohirA11G089500	G_box_bHLH	3.2299	-54	-49
GohirA11G089500	Myb_box5_MYB	2.0197	-216	-211
GohirA11G089500	Nac_box_NAC	2.6837	-696	-691

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G092400	G_box2_bZIP	2.7456	-90	-85
GohirA11G092400	Myb_box3_MYB	1.9596	-241	-236
GohirA11G092400	DREB_AP2_EREBP	2.4702	-179	-174
GohirA11G092400	Myb_box2_MYB	2.2797	-576	-571
GohirA11G092400	Myb_box2_MYB	2.2797	-809	-804
GohirA11G092400	W_box_WRKY	1.9549	-80	-75
GohirA11G092400	Myb_box1_MYB	2.7522	-570	-565
GohirA11G092400	Myb_box4_MYB	2.2634	-427	-421
GohirA11G092400	Myb_box5_MYB	2.6038	-570	-565
GohirA11G092400	Myb_box5_MYB	2.6038	-575	-570
GohirA11G092400	Myb_box5_MYB	2.6038	-716	-711

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G097300	HSE1_HSF	0.8493	-444	-437
GohirA11G097300	Nac_box_NAC	3.4476	-354	-349
GohirA11G097300	Myb_box5_MYB	2.7691	-655	-650
GohirA11G097300	DREB_AP2_EREBP	3.5213	-180	-175

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G098100	Myb_box1_MYB	2.3842	-776	-771
GohirA11G098100	Myb_box5_MYB	3.0438	-706	-701
GohirA11G098100	W_box_WRKY	1.6335	-331	-326
GohirA11G098100	W_box_WRKY	1.6335	-985	-980
GohirA11G098100	Myb_box2_MYB	2.9507	-182	-177
GohirA11G098100	G_box2_bZIP	2.3786	-677	-672
GohirA11G098100	Myb_box4_MYB	2.8655	-525	-519

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G098600	Myb_box4_MYB	2.4761	-181	-175
GohirA11G098600	Myb_box1_MYB	2.6815	-454	-449
GohirA11G098600	G_box2_bZIP	1.9768	-686	-681
GohirA11G098600	G_box2_bZIP	1.9768	-948	-943
GohirA11G098600	Myb_box5_MYB	2.6187	-454	-449
GohirA11G098600	Myb_box2_MYB	2.5358	-556	-551
GohirA11G098600	Myb_box2_MYB	2.5358	-232	-227
GohirA11G098600	Myb_box2_MYB	2.5358	-577	-572
GohirA11G098600	Myb_box2_MYB	2.5358	-573	-568
GohirA11G098600	Myb_box2_MYB	2.5358	-569	-564

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G098900	Myb_box5_MYB	1.5528	-20	-15
GohirA11G098900	Myb_box5_MYB	1.5528	-873	-868
GohirA11G098900	HSE1_HSF	0.3523	-310	-303
GohirA11G098900	HSE1_HSF	0.3523	-330	-323
GohirA11G098900	AuxRE_ARF	3.0307	-391	-386
GohirA11G098900	HBE_HB	1.7981	-374	-366

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G101800	Myb_box5_MYB	2.5452	-181	-176
GohirA11G101800	G_box2_bZIP	1.8861	-550	-545
GohirA11G101800	Nac_box_NAC	2.4528	-775	-770
GohirA11G101800	G_box_bHLH	2.9674	-131	-126
GohirA11G101800	N_box_bHLH	2.4513	-692	-687
GohirA11G101800	Myb_box2_MYB	2.6148	-214	-209
GohirA11G101800	Myb_box1_MYB	1.8920	-683	-678
GohirA11G101800	G_ABRE_bZIP	3.1792	-131	-124
GohirA11G101800	G_box1_bZIP	3.5010	-132	-125

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G103000	Myb_box1_MYB	3.0753	-73	-68
GohirA11G103000	Myb_box1_MYB	3.0753	-882	-877
GohirA11G103000	Myb_box2_MYB	2.9929	-540	-535
GohirA11G103000	Myb_box5_MYB	2.9926	-73	-68
GohirA11G103000	Myb_box5_MYB	2.9926	-882	-877
GohirA11G103000	HBE_HB	2.3444	-897	-889

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G132800	N_box_bHLH	2.6760	-733	-728
GohirA11G132800	Myb_box1_MYB	1.9972	-541	-536
GohirA11G132800	Myb_box1_MYB	1.9972	-179	-174
GohirA11G132800	Myb_box2_MYB	2.8293	-913	-908
GohirA11G132800	HSE1_HSF	0.5356	-715	-708
GohirA11G132800	HSE1_HSF	0.5356	-827	-820
GohirA11G132800	Myb_box5_MYB	1.9374	-179	-174
GohirA11G132800	Myb_box5_MYB	1.9374	-747	-742
GohirA11G132800	Myb_box5_MYB	1.9374	-541	-536
GohirA11G132800	W_box_WRKY	1.2589	-236	-231
GohirA11G132800	W_box_WRKY	1.2589	-536	-531
GohirA11G132800	W_box_WRKY	1.2589	-329	-324
GohirA11G132800	W_box_WRKY	1.2589	-563	-558

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G136100	Myb_box5_MYB	2.0689	-425	-420
GohirA11G136100	Myb_box5_MYB	2.0689	-901	-896
GohirA11G136100	Myb_box5_MYB	2.0689	-1000	-995
GohirA11G136100	HSE1_HSF	0.8555	-71	-64
GohirA11G136100	AuxRE_ARF	2.6887	-738	-733
GohirA11G136100	W_box_WRKY	1.4264	-911	-906
GohirA11G136100	Nac_box_NAC	2.8411	-161	-156
GohirA11G136100	Myb_box1_MYB	2.1969	-1000	-995
GohirA11G136100	Myb_box1_MYB	2.1969	-425	-420

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G137900	Myb_box5_MYB	1.9075	-76	-71
GohirA11G137900	Myb_box5_MYB	1.9075	-607	-602
GohirA11G137900	W_box_WRKY	1.2955	-185	-180
GohirA11G137900	Myb_box1_MYB	2.0730	-76	-71
GohirA11G137900	Myb_box1_MYB	2.0730	-607	-602
GohirA11G137900	HSE1_HSF	1.4592	-938	-931
GohirA11G137900	DREB_AP2_EREBP	2.6465	-492	-487
GohirA11G137900	Myb_box2_MYB	2.5361	-56	-51
GohirA11G137900	Myb_box2_MYB	2.5361	-166	-161
GohirA11G137900	N_box_bHLH	3.3258	-610	-605

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G144200	W_box_WRKY	1.7725	-27	-22
GohirA11G144200	Myb_box5_MYB	1.6301	-639	-634
GohirA11G144200	Myb_box2_MYB	3.0809	-324	-319

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G145300	HSE1_HSF	2.1985	-803	-796
GohirA11G145300	W_box_WRKY	1.9634	-480	-475
GohirA11G145300	Myb_box1_MYB	1.9379	-171	-166
GohirA11G145300	Myb_box3_MYB	2.6378	-171	-166
GohirA11G145300	Myb_box5_MYB	2.5667	-705	-700

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G163200	Myb_box1_MYB	3.0142	-361	-356
GohirA11G163200	Myb_box5_MYB	2.9301	-361	-356
GohirA11G163200	Myb_box3_MYB	2.9341	-775	-770

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G167000	Myb_box5_MYB	2.0236	-308	-303
GohirA11G167000	Myb_box5_MYB	2.0236	-190	-185
GohirA11G167000	Myb_box5_MYB	2.0236	-572	-567
GohirA11G167000	Myb_box4_MYB	2.7057	-900	-894
GohirA11G167000	Myb_box2_MYB	2.8277	-191	-186
GohirA11G167000	Myb_box2_MYB	2.8277	-195	-190
GohirA11G167000	Myb_box2_MYB	2.8277	-573	-568
GohirA11G167000	HSE1_HSF	0.0771	-658	-651
GohirA11G167000	G_box_bHLH	3.3221	-21	-16
GohirA11G167000	W_box_WRKY	1.4563	-605	-600

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G167800	AuxRE_ARF	3.1683	-907	-902
GohirA11G167800	AuxRE_ARF	3.1683	-508	-503
GohirA11G167800	Myb_box5_MYB	2.4154	-608	-603
GohirA11G167800	HSE1_HSF	0.3160	-545	-538
GohirA11G167800	HSE1_HSF	0.3160	-309	-302
GohirA11G167800	HSE1_HSF	0.3160	-593	-586
GohirA11G167800	Myb_box1_MYB	2.4615	-608	-603
GohirA11G167800	W_box_WRKY	1.7481	-568	-563
GohirA11G167800	W_box_WRKY	1.7481	-173	-168
GohirA11G167800	W_box_WRKY	1.7481	-132	-127

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G168100	Myb_box2_MYB	2.7066	-848	-843
GohirA11G168100	Myb_box1_MYB	2.2059	-531	-526
GohirA11G168100	W_box_WRKY	1.5151	-393	-388
GohirA11G168100	Myb_box5_MYB	2.7823	-536	-531
GohirA11G168100	Myb_box5_MYB	2.7823	-849	-844

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G172900	G_box_bHLH	3.1430	-604	-599
GohirA11G172900	Myb_box5_MYB	1.8112	-88	-83
GohirA11G172900	AuxRE_ARF	2.5420	-214	-209
GohirA11G172900	AuxRE_ARF	2.5420	-141	-136
GohirA11G172900	G_box2_bZIP	1.9493	-364	-359
GohirA11G172900	G_box2_bZIP	1.9493	-716	-711
GohirA11G172900	C_ABRE_bZIP	3.6933	-372	-367

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G176100	N_box_bHLH	3.0218	-131	-126
GohirA11G176100	N_box_bHLH	3.0218	-174	-169
GohirA11G176100	N_box_bHLH	3.0218	-347	-342
GohirA11G176100	N_box_bHLH	3.0218	-281	-276
GohirA11G176100	N_box_bHLH	3.0218	-269	-264
GohirA11G176100	Nac_box_NAC	2.3038	-71	-66
GohirA11G176100	Nac_box_NAC	2.3038	-156	-151
GohirA11G176100	DREB_AP2_EREBP	3.0400	-427	-422
GohirA11G176100	W_box_WRKY	1.1869	-14	-9
GohirA11G176100	Myb_box5_MYB	2.5499	-105	-100
GohirA11G176100	AuxRE_ARF	2.3903	-432	-427

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G182000	W_box_WRKY	1.9736	-135	-130
GohirA11G182000	DREB_AP2_EREBP	3.3398	-832	-827
GohirA11G182000	Myb_box1_MYB	3.4404	-792	-787
GohirA11G182000	Myb_box5_MYB	3.3733	-792	-787
GohirA11G182000	HSE1_HSF	1.4454	-954	-947

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G185100	HSE1_HSF	0.8533	-812	-805
GohirA11G185100	AuxRE_ARF	3.6996	-141	-136
GohirA11G185100	Myb_box1_MYB	2.9928	-878	-873
GohirA11G185100	Myb_box5_MYB	2.8946	-933	-928
GohirA11G185100	Myb_box5_MYB	2.8946	-878	-873

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G187300	Myb_box1_MYB	2.4332	-410	-405
GohirA11G187300	HSE1_HSF	1.9096	-468	-461
GohirA11G187300	Myb_box4_MYB	2.9674	-767	-761
GohirA11G187300	N_box_bHLH	3.6589	-686	-681
GohirA11G187300	Myb_box5_MYB	2.3099	-443	-438
GohirA11G187300	Myb_box5_MYB	2.3099	-410	-405
GohirA11G187300	Myb_box5_MYB	2.3099	-583	-578
GohirA11G187300	G_box_bHLH	3.6240	-683	-678
GohirA11G187300	Myb_box3_MYB	2.4008	-304	-299

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G191200	Myb_box1_MYB	1.9182	-318	-313
GohirA11G191200	AuxRE_ARF	3.2430	-169	-164
GohirA11G191200	W_box_WRKY	1.9132	-248	-243
GohirA11G191200	HSE1_HSF	1.4054	-531	-524
GohirA11G191200	HSE1_HSF	1.4054	-210	-203
GohirA11G191200	Myb_box3_MYB	2.6379	-318	-313
GohirA11G191200	Myb_box5_MYB	2.5500	-797	-792

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G194501	Myb_box5_MYB	2.3509	-728	-723
GohirA11G194501	HSE1_HSF	0.1865	-516	-509
GohirA11G194501	AuxRE_ARF	3.0749	-776	-771

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G197700	HSE1_HSF	1.3820	-646	-639
GohirA11G197700	Myb_box2_MYB	3.3891	-146	-141
GohirA11G197700	G_box_bHLH	3.8747	-86	-81
GohirA11G197700	Myb_box5_MYB	2.4776	-67	-62
GohirA11G197700	G_box2_bZIP	2.6676	-728	-723

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G201200	W_box_WRKY	2.3938	-591	-586
GohirA11G201200	Myb_box5_MYB	2.2148	-814	-809
GohirA11G201200	HSE1_HSF	1.7826	-58	-51
GohirA11G201200	DREB_AP2_EREBP	2.9786	-704	-699
GohirA11G201200	AuxRE_ARF	2.9595	-12	-7
GohirA11G201200	AuxRE_ARF	2.9595	-242	-237
GohirA11G201200	Myb_box2_MYB	2.9476	-488	-483

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G206600	AuxRE_ARF	2.6921	-867	-862
GohirA11G206600	G_box2_bZIP	2.0555	-874	-869
GohirA11G206600	HSE1_HSF	0.1263	-432	-425
GohirA11G206600	Myb_box5_MYB	1.9704	-166	-161
GohirA11G206600	Myb_box5_MYB	1.9704	-168	-163
GohirA11G206600	Myb_box5_MYB	1.9704	-719	-714
GohirA11G206600	Myb_box5_MYB	1.9704	-715	-710
GohirA11G206600	Myb_box5_MYB	1.9704	-713	-708
GohirA11G206600	Myb_box5_MYB	1.9704	-825	-820
GohirA11G206600	Myb_box5_MYB	1.9704	-781	-776
GohirA11G206600	Myb_box2_MYB	2.7301	-156	-151
GohirA11G206600	Myb_box1_MYB	2.0640	-781	-776
GohirA11G206600	Myb_box1_MYB	2.0640	-825	-820

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G211700	GCC_box_AP2_EREBP	3.7156	-147	-142
GohirA11G211700	GCC_box_AP2_EREBP	3.7156	-148	-143
GohirA11G211700	HSE1_HSF	1.2030	-348	-341
GohirA11G211700	Myb_box5_MYB	1.6997	-390	-385
GohirA11G211700	Myb_box5_MYB	1.6997	-913	-908
GohirA11G211700	Myb_box5_MYB	1.6997	-50	-45
GohirA11G211700	Myb_box1_MYB	1.8215	-913	-908
GohirA11G211700	Myb_box1_MYB	1.8215	-390	-385
GohirA11G211700	DREB_AP2_EREBP	2.3395	-397	-392
GohirA11G211700	W_box_WRKY	1.1844	-139	-134

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA11G216600	AuxRE_ARF	2.6007	-170	-165
GohirA11G216600	AuxRE_ARF	2.6007	-800	-795
GohirA11G216600	AuxRE_ARF	2.6007	-68	-63
GohirA11G216600	Myb_box5_MYB	2.7189	-526	-521
GohirA11G216600	W_box_WRKY	1.3540	-774	-769
